,ABW_0,ACO_0,AEI_0,AEI_1,AEI_8,AEI_9,AEL_0,AEL_1,AEL_16,AEL_8,AEL_9,AEN_0,AEN_1,AEN_16,AEN_17,AEN_8,AEN_9,AFI_0,AFI_6,AFN_0,AFN_10,AFN_12,AFN_14,AFN_2,AFN_4,AFN_6,AFN_8,AFO_0,AFO_1,AFO_12,AFO_16,AFO_8,AFR_0,AFR_1,AFR_16,AFR_17,AFR_24,AFR_25,AFR_8,AFR_9,AFS_0,AFS_24,AFS_30,AFS_48,AFS_50,AFS_6
AFR_17,4.7155695251926,6.609544470170378,1.365077703951388,4.934192331794165,7.055569303872758,3.8713568044935207,6.836765321135126,5.746966960996806,4.325030890861378,7.498681922679736,5.946565100021191,6.018453059519666,2.5979087915242163,5.172534226888132,4.781704535922721,3.1785329373675792,6.99523684874605,7.811360216472975,4.53764178318423,5.216337405363398,6.395855719041902,4.741258205704661,5.705446701777063,6.6503646403986405,2.889012739155627,5.963340797121728,7.454405318280862,7.690343762980226,6.160713366034327,5.841052349157377,4.333804780892488,7.500034745498403,7.163184986493749,4.15916965281684,4.996641171635191,0.0,7.93229457605523,8.599179882365027,3.575106273470361,7.103026774763511,7.36333744017512,4.147054099437071,4.415969083383065,6.479641904409195,7.005739646598609,6.068449309295284
AFR_24,7.304577296860794,4.276208903281343,8.342173131261212,4.685223201509032,4.8079454191421656,6.784918827217537,4.839401762154183,3.4879958566941536,3.651512094496981,4.560227869534411,3.783924912362018,4.663006413170342,7.665728847104949,4.700668906521771,6.749580052917651,5.104901103341377,4.35334257998721,4.797011316704703,5.470918374891094,6.7766574423552255,4.23419370025751,6.047107509788511,6.857498387158902,6.151529271060559,8.85138006604215,3.9309609096588334,4.724783129680772,5.056721931732,6.604150354662495,7.0349500999198495,5.07639625402485,3.612542318443937,4.258813644869279,7.804735895748921,5.140626798142652,7.93229457605523,0.0,5.720192578835373,7.445515643770887,5.720596217050066,2.123191975178923,6.164068101050745,7.495010220326852,4.540425236557844,4.402267034022598,6.462334968230242
AFR_25,3.856123048025953,4.275678492845609,6.649555393391042,6.5539689027838826,3.4509018002582548,8.084144245451721,5.208861933669206,5.548373353142226,4.717907039957856,3.998656886217122,4.084989376767789,3.950452277345495,4.972881868119365,5.422046639969608,4.2827354423044,5.694972778826768,4.123351468199669,2.948022614455432,5.31341310065054,5.591594405926179,5.951867525649412,4.116217491117298,6.561677117225144,2.4186236674455164,7.899583318810361,8.566224507550368,4.734073326845935,3.949283101061008,4.811976556266114,4.012032324393236,5.697158686121571,3.618656320902091,4.727873886444,6.727561647280445,6.526861844617762,8.599179882365027,5.720192578835373,0.0,8.012202419119438,4.538044738004982,6.392980372821516,5.614720744048237,7.259177938792796,4.403642710248628,4.54024934705262,6.185662864014979
AFR_8,4.46585855220319,8.072177451401815,5.1498582207022,5.949134778577939,8.636881375662323,1.0164190327928198,7.015978340431686,6.85054874943349,4.20687640577116,5.725157504982446,7.283245446286242,7.47001474732534,5.197855458198307,3.3689999724638318,4.972309056343346,5.339192569673306,5.304712822166328,5.653743955894603,3.479368902985005,4.742625604249222,6.438940231455648,5.315476136854932,3.214071150616873,6.278031411252729,1.5837576433997906,7.203716042608037,8.254806260972614,5.132030588555913,3.49775058850988,5.346921958075657,4.50168792383701,6.135313835406409,7.183165363479726,3.2837065321658105,6.47401395239536,3.575106273470361,7.445515643770887,8.012202419119438,0.0,5.098358810037574,7.450148619982422,6.81431308831981,3.509451073427165,8.065930377018766,8.320148173009136,5.090636447061886
AFR_9,1.8923459024871931,5.751570662706246,5.954486053176094,8.551514674357165,5.644559089699529,4.647328545103536,6.291597985052161,4.641468974394574,6.182540764258402,4.837084447560558,5.2179185347791135,4.69618592031191,5.118993955630515,5.03610395922395,5.329722629787033,6.296887264901188,4.433900817936959,3.817334983593461,6.516363650880826,1.7436985651478032,4.902818701667459,4.532572226844257,3.961897004689496,5.71873611098728,7.241260860469033,8.543860074944636,4.786697399371906,3.947124011485689,3.370530144853917,3.94519510186498,6.576745043991274,4.621786870801175,5.122420299506965,3.317117301102514,7.293527272753,7.103026774763511,5.720596217050066,4.538044738004982,5.098358810037574,0.0,5.12796137313511,8.27576175061768,2.7884669745373465,5.977142134347367,6.247865899355163,7.662987383400797
AFS_0,6.303744699481817,3.3198215150605384,8.380883793612037,4.668771629240827,4.696399317092111,6.251764324320413,4.163791607210063,3.72420856342949,4.1900595971691175,4.3446759377098045,5.011435237452686,4.712433273846563,6.982009522102683,5.824460632006778,6.8011399879327445,5.110761850231168,3.900458784806827,5.01538709985736,7.2572524334118205,6.502681170620429,4.702546394857229,6.789593393105745,4.050026040816139,7.533318849002921,8.410125207690415,3.4029752454393267,3.2244517038191725,4.778217296935228,5.676245797258249,7.677066460195594,5.5953345761847295,4.080267409320872,3.110574095179317,7.329017658525714,6.068449319037518,7.36333744017512,2.123191975178923,6.392980372821516,7.450148619982422,5.12796137313511,0.0,5.807744845248332,7.169058223925995,3.3959980716398306,3.241175090158243,5.511785424323718
AFS_24,5.945648431261761,3.093226889208817,3.129521581761355,2.2124028562536746,5.288393639784415,6.876336747334215,5.610232888782525,6.2373909933462,4.148351231908293,6.457295543857917,3.5434397182989428,5.961715852259673,3.240464394768842,5.258840919668718,4.154549632645659,4.887579938523952,5.378104102000645,6.329938414205545,5.079870062501286,8.485774308518357,7.030547698534072,6.0228233327274525,7.367941932992576,5.319930992753005,5.7527168803463,5.42598155148337,4.674936081493971,6.495496267810953,6.326502460466836,5.831360272225135,4.050480028152173,6.039637537464444,4.5182809505528745,6.357756994525726,6.453673865065933,4.147054099437071,6.164068101050745,5.614720744048237,6.81431308831981,8.27576175061768,5.807744845248332,0.0,7.765304031489696,3.329233090935409,3.5239460897738994,3.165510345091568
AFS_30,2.686698963440547,7.765256878629367,4.288991909773989,8.152946300346805,6.827702650019618,3.023100785860741,6.021248987031658,5.425742640101239,6.140000069624634,6.335170268186487,6.71119543883685,5.874953018569391,5.184325046010707,4.901352989472818,5.974708147897041,5.460996638725687,6.47566193595982,6.226186683402983,5.463457996178716,2.2532350082238684,5.437752669461557,4.090152706364712,4.15605224803152,5.804593515725589,4.219618542070249,8.011625036523803,6.98086740365756,5.830533717345612,4.919129054630131,3.2568442231617176,5.771912119392115,6.610524396555358,6.916368636062983,3.2502135496994424,5.1868008821910045,4.415969083383065,7.495010220326852,7.259177938792796,3.509451073427165,2.7884669745373465,7.169058223925995,7.765304031489696,0.0,7.70261266460945,8.098811710769736,6.789720043195512
AFS_48,4.773341324636301,0.3696381819800035,6.096657246952245,3.8523868092542655,3.6968577530094975,7.180383040981507,3.47620282123204,4.8698042315918615,3.85522893248973,5.48495761782992,3.915867256411454,4.01561960998486,3.919537566797121,5.296447010705415,5.345511940366452,3.9220135691432856,3.710002022943466,4.548074502599419,6.715340765883916,6.395470803256939,6.790960479198917,4.989614269088381,4.690695627388313,6.805161976661504,7.606208866005021,3.7228272668496096,1.5069131892656429,5.300515764029988,5.3279875577011735,5.866180988926379,3.782864643243916,5.103718427357376,0.9473754020231264,7.0928698778770185,7.005739646503547,6.479641904409195,4.540425236557844,4.403642710248628,8.065930377018766,5.977142134347367,3.3959980716398306,3.329233090935409,7.70261266460945,0.0,0.8401416643049556,3.2411751059837046
AFS_50,5.395758449384426,0.3696381817122878,6.371754538031508,3.529609503257184,4.195597718086326,7.370479907257241,4.445410594613189,5.356339819176222,3.6004900790935976,5.261025899623987,3.1267436215168978,3.919537563879647,4.015619611907332,5.218631532560598,5.460371760196558,3.708948374750781,3.9234336348303103,4.553781167782006,6.697303397343172,6.805161970432537,6.705677977130398,4.391814797653958,4.388072638471414,6.395470809005015,7.106182688066678,3.842503463706213,1.5711965201000704,5.327987563486985,5.300515772927766,6.640416897191431,4.698005195783567,5.103960699583247,1.5670340263208529,7.343622247152293,6.479641898919253,7.005739646598609,4.402267034022598,4.54024934705262,8.320148173009136,6.247865899355163,3.241175090158243,3.5239460897738994,8.098811710769736,0.8401416643049556,0.0,3.395998080579948
AFS_6,5.886567437856646,3.319821534033282,5.771730953505815,3.179279354492633,7.099764240054851,4.929477615790589,5.324086858230353,6.591562435944237,4.184152287714924,5.376355352116479,4.41602464886219,6.982009539925742,4.712433268701616,4.892540118533993,4.982192901509349,5.317513466742353,5.302916808844453,5.816594429165895,6.382424789889531,7.533318844580281,8.238999856096612,6.661214043333755,5.122028903539863,6.502681176287985,4.832105366674474,5.742991708435131,4.631197732842743,5.6762458111684495,4.778217297092348,5.803573140029263,3.598838408321287,6.022010888495498,4.0704010464384845,4.900392519951126,7.363337435541329,6.068449309295284,6.462334968230242,6.185662864014979,5.090636447061886,7.662987383400797,5.511785424323718,3.165510345091568,6.789720043195512,3.2411751059837046,3.395998080579948,0.0
